CountryName,CountryCode,Year,"Charges for the use of intellectual property, payments (BoP, current US$)","Charges for the use of intellectual property, receipts (BoP, current US$)",High-technology exports (% of manufactured exports),Hightechexports,Patentnonresidents,Patentresidents,Rdexpenditure,Researchers in R&D (per million people),Scientific and technical journal articles,Technicians in R&D (per million people),"Trademark applications, direct nonresident","Trademark applications, direct resident","Trademark applications, total"
Hungary,HUN,1991,39068374.03,18057553.65,0,0,1799,2210,0,0,0,0,7469,1916,9385
IBRD only,IBD,1996,3856233654,709109921.2,14.19614693,86946814732,79028,49616,0,514.8759391,0,0,266323,416065,731871
IBRD only,IBD,2004,17443564481,1685938213,19.16634411,3.29E+11,155408,117376,0.802723886,0,293176.9145,0,350909,1093397,1457949
IDA total,IDA,1995,110421962.3,24785916.07,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,1988,0,0,42.34199414,5277076812,3174,727,0,0,0,0,5177,627,5804
"Iran, Islamic Rep.",IRN,1995,0,0,0,0,129,278,0,0,0,0,566,6184,6750
Iraq,IRQ,1978,0,0,0,0,157,28,0,0,0,0,653,114,767
Kazakhstan,KAZ,2005,30903834,21330,11.29115237,417238046,103,1523,0.28363,0,241.2,0,2544,0,2544
Kazakhstan,KAZ,2012,152394296,0,29.97018735,3539236310,0,0,0.16533,609.63811,478.9,63.84703,7197,2245,9442
St. Lucia,LCA,1984,0,0,0,0,1,0,0,0,0,0,87,3,90
Sri Lanka,LKA,1980,0,0,0,0,67,11,0,0,0,0,670,862,1532
Middle income,MIC,1992,1264204285,307985985.4,0,0,50758,59154,0,0,0,0,144167,288765,436587
Middle income,MIC,1970,56199981.54,7199998.322,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1981,0,0,0,0,7,1,0,0,0,0,217,1,218
Malta,MLT,1997,13110331.22,62097.83861,55.99395274,789988653,24,22,0,0,0,0,1186,250,1436
Nigeria,NGA,2005,67499686.15,0,0,0,0,0,0,0,1660.5,0,0,0,0
Nigeria,NGA,1981,80944371.5,21045536.59,0,0,0,0,0,0,0,0,0,0,0
OECD members,OED,1966,2000000,0,0,0,312923,248327,0,0,0,0,59770,209249,291958
Other small states,OSS,2008,1109875842,891415934.1,10.28915774,0,0,0,0,0,3155.800627,0,0,0,0
Portugal,PRT,1965,0,0,0,0,1048,128,0,0,0,0,579,1746,2325
South Asia,SAS,1992,68598351.54,5031658.989,2.715109881,0,2963,1374,0,0,0,0,5293,28214,33507
Sierra Leone,SLE,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2003,555481.8342,0,0,0,0,0,0.41183,0,9.6,0,196,16,212
Turks and Caicos Islands,TCA,2011,0,0,2.078292869,141727,0,0,0,0,0,0,0,0,0
Europe & Central Asia (IDA & IBRD countries),TEC,2000,1613424492,211611015,9.132585752,7492639216,21196,37215,0.702187605,2065.962515,0,0,97039,84277,181316
Europe & Central Asia (IDA & IBRD countries),TEC,1989,0,0,0,0,0,0,0,0,0,0,0,0,0
Thailand,THA,2014,3970840000,56700000,20.43143999,34992376969,6924,1006,0.48465,973.99847,8476.1,193.27886,18144,27517,45661
Tuvalu,TUV,1990,0,0,0,0,0,0,0,0,0,0,54,0,54
Tanzania,TZA,1982,0,0,0,0,30,0,0,0,0,0,254,27,281
Upper middle income,UMC,1971,48530355.68,9994416.142,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1999,9300000,0,2.429389729,20614016,525,27,0.22414,218.81548,0,0,8089,3230,11319
United States,USA,1964,0,0,0,0,20579,67013,0,0,0,0,1846,23728,25574
South Africa,ZAF,1977,136849999.9,10349999.99,0,0,4762,2966,0,0,0,0,2773,2983,5756
Zambia,ZMB,1995,0,0,2.162540538,1586109,39,4,0,0,0,0,696,105,801
Thailand,THA,1982,37086769.41,0,0,0,331,40,0,0,0,0,2402,4342,6744
Arab World,ARB,1969,0,0,0,0,1829,170,0,0,0,0,5898,2400,8298
Belarus,BLR,2013,145100000,27700000,4.399741122,766682600,145,1489,0.6737,0,1040.6,0,7071,3989,11060
Bolivia,BOL,1969,0,0,0,0,181,20,0,0,0,0,1450,150,1600
China,CHN,2000,1280970000,80348000,18.9843797,41735539452,26560,25346,0.89566,547.30387,0,0,31054,181717,212771
Cote d'Ivoire,CIV,2007,21968975.07,0,12.719222,145012961,0,0,0,0,129.2,0,0,0,0
"Congo, Rep.",COG,2006,0,0,0,0,0,0,0,0,42.3,0,0,0,0
"Congo, Rep.",COG,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,1978,5008000,9000000,0,0,449,55,0,0,0,0,2351,2142,4493
Comoros,COM,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,1979,5700000,1400000,0,0,77,30,0,0,0,0,1340,551,1891
Czech Republic,CZE,2011,1179217303,284733070.5,16.27967942,23365827816,97,783,1.55716,2912.62889,13544.7,1624.13598,2942,8092,11034
Dominican Republic,DOM,1978,0,0,0,0,158,10,0,0,0,0,805,363,1168
Algeria,DZA,1993,0,0,1.621050043,5676489,138,8,0,0,0,0,2960,667,3627
Algeria,DZA,1988,676273.5075,0,0,0,201,5,0,0,0,0,3214,290,3504
East Asia & Pacific,EAS,1990,2411399951,203749388,22.12051894,0,59681,349059,0,0,0,0,85340,297890,392021
East Asia & Pacific,EAS,1985,388708592.2,7110374.95,0,0,47035,282346,0,0,0,0,58449,252745,311194
Gabon,GAB,1979,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,1987,100000,0,0,0,16,0,0,0,0,0,205,79,284
Guinea,GIN,2003,873050,308640,0,0,0,0,0,0,5.1,0,0,0,0
Greenland,GRL,2002,0,0,55.09142365,7286698,0,0,0.55628,539.49835,0,53.06541,0,0,0
Haiti,HTI,1964,0,0,0,0,25,3,0,0,0,0,25,10,35
Hungary,HUN,1988,0,0,0,0,1629,3262,0,0,0,0,3180,637,3817
IDA & IBRD total,IBT,1984,984825954.7,86584127.52,0,0,0,0,0,0,0,0,56211,132332,248398
IDA & IBRD total,IBT,1970,56199981.54,7199998.322,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,1976,4500000,0,0,0,98,6,0,0,0,0,541,89,630
Kuwait,KWT,1990,0,0,3.379132273,14957490,0,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),LAC,2012,6484100151,501289373.6,10.7623755,56966322969,44794,6471,0.782737116,0,70806.5,0,105903,244482,357881
Latin America & Caribbean (excluding high income),LAC,2013,7155560079,543881775.9,10.96573523,58542226765,45623,6594,0.835286786,0,73973.5,0,116140,265784,389448
Lao PDR,LAO,1973,0,0,0,0,4,1,0,0,0,0,296,23,319
Libya,LBY,1982,0,0,0,0,0,0,0,0,0,0,0,0,0
Low & middle income,LMY,1990,1024469081,235538195.9,0,0,33540,15690,0,0,0,0,108546,252851,366146
Middle East & North Africa (excluding high income),MNA,2005,289649778.4,174411828.8,2.660280629,1307273780,2944,4908,0,0,16192.17821,0,27057,39378,71558
Mauritania,MRT,1992,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2001,1384588.848,0,1.242970308,14032030,0,0,0.36914,0,0,0,0,0,0
Malawi,MWI,1969,0,0,0,0,80,1,0,0,0,0,397,72,469
Malaysia,MYS,1996,0,0,44.41279842,26330796170,5354,221,0.21622,89.08709,0,30.80889,8243,7329,15572
Malaysia,MYS,2016,1347909837,114585606.1,42.97479471,55588250783,6127,1109,0,0,20331.5,0,20580,18527,39107
New Zealand,NZL,2016,821230469.7,311166020.5,10.14420255,599181605,5311,1075,0,0,7464.7,0,13439,9201,22640
New Zealand,NZL,1976,0,0,0,0,2092,1237,0,0,0,0,2363,1387,3750
Pakistan,PAK,2008,117000000,38000000,1.851171335,270489462,1375,170,0,0,4044.7,0,4686,10186,14872
Panama,PAN,2001,35800000,0,1.987131522,2108965,0,0,0.36074,89.41046,0,0,4553,2142,6695
Panama,PAN,1982,14600000,0,0,0,97,7,0,0,0,0,1547,803,2350
Peru,PER,1972,0,0,0,0,740,60,0,0,0,0,1642,1000,2642
Pacific island small states,PSS,1971,0,0,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2016,3333941.191,223996.4228,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,2002,0,0,0.00019475,1635,0,0,0,0,0,0,0,0,0
Romania,ROU,1989,0,0,2.850821584,210895000,191,5868,0,0,0,0,2783,544,3327
South Asia,SAS,1961,0,0,0,0,4515,774,0,0,0,0,0,0,0
Solomon Islands,SLB,1986,0,0,0,0,8,0,0,0,0,0,59,0,59
Sub-Saharan Africa,SSF,1987,190751295.9,24414652.97,0,0,0,0,0,0,0,0,0,0,0
Small states,SST,2013,995382007.9,489531656.4,4.853379761,0,0,0,0,0,5959.636361,0,41179,7616,49725
Thailand,THA,2007,2288640000,54120000,25.95792004,30321849612,5873,945,0.20072,322.3941,4812.3,142.58464,13415,20140,33555
Trinidad and Tobago,TTO,1975,1705228.178,0,0,0,126,9,0,0,0,0,334,42,376
Uzbekistan,UZB,2011,0,0,0,0,274,282,0.1949,533.7307,379.2,60.15968,3027,1720,4747
"Venezuela, RB",VEN,1969,0,0,0,0,2018,214,0,0,0,0,2632,3733,6365
Albania,ALB,2009,14478668.94,17084383.26,0.764653339,5832068,361,0,0,0,76.8,0,3243,213,3456
Australia,AUS,1992,843695450.8,148081020.3,10.43484734,978796278,0,0,0,0,0,0,8604,14856,23460
Burundi,BDI,2005,0,0,4.192780562,154570,0,0,0,0,2.8,0,0,0,0
Belgium,BEL,1974,0,0,0,0,13619,1109,0,0,0,0,2826,4559,7385
Bulgaria,BGR,1964,0,0,0,0,199,947,0,0,0,0,226,78,304
Bolivia,BOL,1977,1900000,0,0,0,160,26,0,0,0,0,1434,420,1854
Switzerland,CHE,1960,0,0,0,0,9790,4874,0,0,0,0,1399,4144,5543
Chile,CHL,1988,36200000,0,0,0,622,111,0,0,0,0,0,0,0
Costa Rica,CRI,2017,624115036.5,0,0,0,0,0,0,0,0,0,0,0,0
Caribbean small states,CSS,1995,41543699.74,3950000,0,0,0,0,0,0,0,0,0,0,0
Algeria,DZA,1991,0,0,0,0,170,6,0,0,0,0,3239,480,3719
Early-demographic dividend,EAR,2006,8239397484,1184623985,9.569613877,86285719698,70377,17995,0.658991091,0,116971.2088,0,201026,419659,632352
Eritrea,ERI,1998,2807.017544,398855.0435,0,0,0,0,0,0,0,0,0,0,0
Spain,ESP,1989,702369537.3,52435028.3,6.906918538,2232767617,2318,2087,0,0,0,0,20061,68054,88115
Spain,ESP,1979,198207388.8,25424944.32,0,0,8966,1893,0,0,0,0,3447,28728,32175
France,FRA,1980,1028041878,495717088.8,0,0,16989,11000,0,0,0,0,8149,36581,44730
"Micronesia, Fed. Sts.",FSM,2006,0,0,0,0,0,0,0,0,2,0,0,0,0
United Kingdom,GBR,1979,753020243.4,991008503.5,0,0,25198,19468,0,0,0,0,9294,10034,19328
Guinea-Bissau,GNB,1986,0,0,0,0,0,0,0,0,0,0,0,0,0
Greenland,GRL,1999,0,0,11.1963115,429482,0,0,0,0,0,0,0,0,0
Guatemala,GTM,1997,0,0,9.097060422,64420678,175,36,0,0,0,0,4278,6310,10588
Guatemala,GTM,1975,0,0,0,0,163,62,0,0,0,0,834,696,1530
IBRD only,IBD,1960,5599997.762,0,0,0,0,0,0,0,0,0,0,0,0
IBRD only,IBD,1968,45799984.9,13599997.76,0,0,0,0,0,0,0,0,0,0,0
IDA & IBRD total,IBT,1965,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0
IDA & IBRD total,IBT,1978,600403571.8,184702556.2,0,0,0,0,0,0,0,0,0,0,0
IDA blend,IDB,2008,377571585.8,87741987.01,1.46319045,519102645,0,0,0,0,8110.146578,0,0,0,0
IDA blend,IDB,1995,89658697.34,21254321.09,0,0,0,0,0,0,0,0,0,0,0
Indonesia,IDN,2002,0,0,16.67002616,5158848176,3609,234,0,0,0,0,9581,20423,30004
Indonesia,IDN,2012,1800089222,58049485.71,7.29532067,4962402547,0,0,0,0,2027.8,0,0,0,62455
India,IND,1978,13068415.52,0,0,0,1799,1173,0,0,0,0,975,11226,12201
Japan,JPN,1995,0,0,26.54654339,1.12E+11,35061,333770,0,0,0,0,22899,156790,179689
Kenya,KEN,1994,87130007.14,7044031.216,3.399168474,15855319,0,0,0,0,0,0,710,314,1024
Kyrgyz Republic,KGZ,2015,5954780,1392185,11.86204101,42363668,4,122,0.12086,0,50.9,0,2865,243,3108
Liechtenstein,LIE,1986,0,0,0,0,0,0,0,0,0,0,2851,124,2975
Low & middle income,LMY,1966,26599989.37,2799998.881,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,1997,0,0,0,0,102,48,0,0,0,0,0,0,0
"Macao SAR, China",MAC,1996,0,0,1.929760662,36645302,0,0,0,0,0,0,1292,107,1399
Morocco,MAR,1998,172316570.7,6559482.752,9.56603216,448261790,401,97,0.27308,0,0,0,4220,2368,6588
Middle income,MIC,2005,18762481063,1577268661,19.11136406,3.89E+11,175628,145268,0.859379198,583.986305,335854.6338,0,364817,1128164,1498993
Middle income,MIC,1990,1015773303,233417376.1,0,0,33290,15646,0,0,0,0,104888,240406,347534
"Macedonia, FYR",MKD,2012,33907240,8277685,3.889800964,112135680,3,50,0.32655,613.25975,496.1,109.57971,3334,876,4210
Mongolia,MNG,2006,0,0,1.659613861,2653416,110,103,0.19109,0,49.2,0,1654,339,1993
Malawi,MWI,2008,429562.1707,0,1.877728848,1656918,0,0,0,0,136.2,0,624,186,810
North America,NAC,1990,4803735510,16874647640,28.54064777,99639171301,104895,93192,0,0,0,0,32386,120641,153027
Nigeria,NGA,1985,2237701.94,0,0,0,431,10,0,0,0,0,0,0,1631
Nigeria,NGA,1979,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1980,1000000,0,0,0,0,0,0,0,0,0,0,0,0
Nepal,NPL,2006,0,0,0,0,0,0,0,0,331.4,0,303,420,723
Oman,OMN,1992,0,0,4.457496655,28183956,0,0,0,0,0,0,1216,241,1457
Other small states,OSS,2005,328030643.7,135065204.8,10.03650655,2472214286,0,0,0,0,2198.212491,0,0,0,0
Pakistan,PAK,1964,0,0,0,0,1204,74,0,0,0,0,849,1182,2031
Peru,PER,2001,65485000,756000,4.286032917,54484054,974,36,0.11068,0,0,0,6963,6940,13903
Philippines,PHL,1979,17000000,0,0,0,1327,144,0,0,0,0,1740,2502,4242
Palau,PLW,2014,0,0,20.18030228,1102773,0,0,0,0,4.7,0,0,0,0
Poland,POL,1967,0,0,0,0,1641,4535,0,0,0,0,571,372,943
Rwanda,RWA,1970,0,0,0,0,0,0,0,0,0,0,124,1,125
Saudi Arabia,SAU,1997,0,0,0,0,1001,57,0,0,0,0,0,0,0
Singapore,SGP,1969,0,0,0,0,250,1,0,0,0,0,1587,1020,2607
Sierra Leone,SLE,2011,334281.8582,933695.8987,0,0,0,0,0,0,11.1,0,637,0,637
East Asia & Pacific (IDA & IBRD countries),TEA,1992,335690092.6,19114454.13,17.49441806,0,14196,10500,0,0,0,0,37992,121242,159234
East Asia & Pacific (IDA & IBRD countries),TEA,1974,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1980,0,0,0,0,88,0,0,0,0,0,324,62,386
Vietnam,VNM,1998,0,0,0.102063988,3973000,1080,25,0,0,0,0,4510,1614,6124
World,WLD,1963,15399993.85,1399999.441,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,NIC,1977,2100000,0,0,0,113,4,0,0,0,0,1372,380,1752
Poland,POL,2013,2693000000,311000000,7.812674057,12220494770,174,4237,0.8689,1850.71749,30064.1,380.07755,3561,13534,17095
Sint Maarten (Dutch part),SXM,2010,0,0,0,0,0,0,0,0,0,0,108,0,108
Burkina Faso,BFA,1998,0,0,3.396849025,1145352,0,2,0,0,0,0,0,5,5
Bahrain,BHR,1999,0,0,0,0,0,0,0,0,0,0,2011,169,2180
Brazil,BRA,2003,1227928000,108116000,11.95599512,4514943803,12545,3866,0.9982,490.22112,16752.4,358.64485,13748,81832,95580
Central Europe and the Baltics,CEB,1984,0,0,0,0,3599,15248,0,0,0,0,1121,1181,2302
Switzerland,CHE,1995,0,0,17.14135343,13037734712,830,2890,0,0,0,0,14888,9879,24767
Chile,CHL,1970,0,0,0,0,933,166,0,0,0,0,3927,3925,7852
Cote d'Ivoire,CIV,2003,0,0,3.812376911,41554103,0,0,0,0,92.1,0,0,0,0
"Congo, Rep.",COG,2011,0,0,2.560300763,76127630,0,0,0,0,49.6,0,0,0,0
Caribbean small states,CSS,1997,62887466.41,24000000,0,27127956,0,0,0,0,0,0,0,0,0
Cuba,CUB,1976,0,0,0,0,96,110,0,0,0,0,508,80,588
Cuba,CUB,1987,0,0,0,0,0,0,0,0,0,0,237,132,369
Algeria,DZA,2005,2000000,0,1.484616118,9039068,465,59,0.06606,168.12009,932.6,34.08693,3585,1676,5261
Early-demographic dividend,EAR,1975,116593108,13305088.21,0,0,26323,7336,0,0,0,0,27285,55340,82625
East Asia & Pacific,EAS,1992,2852085543,272195474.4,21.60242838,0,58663,364991,0,0,0,0,100643,381632,492274
France,FRA,1961,0,0,0,0,0,0,0,0,0,0,2726,18042,20768
United Kingdom,GBR,1991,3370457081,3339481528,24.65326681,34220217696,8357,19230,0,0,0,0,18969,16014,34983
Ghana,GHA,2005,0,0,0.196765174,1405467,0,0,0,0,191.1,0,0,0,0
Guatemala,GTM,2016,169600000,400000,5.446995544,243392972,266,3,0,0,85.1,0,0,0,0
Guyana,GUY,1984,0,0,0,0,5,0,0,0,0,0,169,15,184
High income,HIC,2006,1.62E+11,1.83E+11,22.80040369,1.36E+12,442634,811281,2.243563642,3543.928526,1185316.797,0,410246,960454,1420610
Haiti,HTI,1991,0,0,13.79013969,21926051,5,3,0,0,0,0,620,119,739
Ireland,IRL,1973,0,0,0,0,2088,264,0,0,0,0,3102,431,3533
Ireland,IRL,2017,80324778584,12905643361,0,0,0,0,0,0,0,0,0,0,0
Iraq,IRQ,1973,0,0,0,0,75,42,0,0,0,0,451,327,778
Iceland,ISL,1984,0,0,0,0,70,28,0,0,0,0,434,129,563
Japan,JPN,1996,9828945307,6680586808,26.14833413,1.02E+11,37629,339045,2.69108,4947.04039,0,672.35164,24642,163518,188160
Kenya,KEN,1995,64942812.05,15225365.3,3.585291915,18038643,0,0,0,0,0,0,0,0,0
Lower middle income,LMC,1983,86233448.14,11370152.2,0,0,0,0,0,0,0,0,14742,32325,47067
Low & middle income,LMY,2011,41656221402,3136967873,15.60998281,6.70E+11,239906,494910,1.153415305,0,670588.166,0,484277,2119795,2632791
Luxembourg,LUX,1984,0,0,0,0,496,58,0,0,0,0,0,0,0
Maldives,MDV,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Middle income,MIC,2006,21150083434,2606890212,18.99982163,4.66E+11,191829,180757,0.896901788,0,379528.0688,0,408966,1256335,1671548
Malta,MLT,1977,1420760.071,0,0,0,12,2,0,0,0,0,369,54,423
Myanmar,MMR,2001,0,29453.39756,0,0,0,0,0.07141,11.90978,0,77.87004,0,0,0
Middle East & North Africa (excluding high income),MNA,2002,220064041.9,74893529.53,2.560043193,914814936,1605,1838,0,0,0,0,17040,23066,44851
Montenegro,MNE,2004,0,0,0,0,0,0,1.01872,0,0,0,4,0,4
Namibia,NAM,2012,6217145.125,484398.6453,5.294463569,106847183,0,0,0,0,66,0,2220,439,2659
Peru,PER,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,1967,0,0,0,0,919,45,0,0,0,0,1322,735,2057
Papua New Guinea,PNG,2016,0,0,0,0,0,0,0,0,54,0,753,108,861
Poland,POL,1991,0,0,0,0,1086,3389,0,0,0,0,6631,5531,12162
Paraguay,PRY,1994,100000,114100000,1.073186714,1868969,0,0,0,0,0,0,0,0,0
Qatar,QAT,1986,0,0,0,0,0,0,0,0,0,0,469,15,484
Romania,ROU,2007,247969547.9,41369245.38,3.47980266,1117736473,59,827,0.52089,896.48531,5170,207.86753,5313,10989,16302
Singapore,SGP,2001,4819607947,70490826.56,60.94929712,62552702241,7726,524,2.02043,4160.9331,0,356.62826,13427,3282,16709
Somalia,SOM,1974,0,0,0,0,8,0,0,0,0,0,129,18,147
Somalia,SOM,2014,0,0,0,0,0,0,0,0,6.2,0,0,0,0
Somalia,SOM,2016,0,0,0,0,0,0,0,0,3.3,0,0,0,0
Sao Tome and Principe,STP,2007,0,0,0.255673517,420,0,0,0,0,1.3,0,128,0,128
Slovak Republic,SVK,2012,181043219.4,4221309.459,9.210821462,6192876580,35,168,0.80495,2819.85251,4261.9,383.86142,2388,2218,4606
Syrian Arab Republic,SYR,1991,0,0,0,0,0,0,0,0,0,0,0,0,2838
East Asia & Pacific (IDA & IBRD countries),TEA,1981,102142794.7,1279589.732,0,0,0,0,0,0,0,0,0,0,34163
Middle East & North Africa (IDA & IBRD countries),TMN,1972,0,0,0,0,2542,303,0,0,0,0,6827,3968,10795
Trinidad and Tobago,TTO,2012,54084973.45,427037.5682,0.736345148,32348288,213,2,0.04395,0,211.3,0,1188,356,1544
Tunisia,TUN,2013,13664411.49,25112972.47,4.941424348,616390976,437,112,0.67065,1792.52471,4387.6,61.1501,2355,2219,4574
Tuvalu,TUV,2005,0,15273.31599,14.98036358,3700,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1999,3800004.72,500000.621,5.923475211,5866513,0,0,0,0,0,0,618,95,713
World,WLD,1972,1444333426,3547765858,0,0,0,0,0,0,0,0,0,0,0
South Africa,ZAF,2005,1070615302,45302063.01,6.656221763,1759555270,6001,1003,0.86276,357.84827,5146.4,108.54022,10850,16985,27835
Antigua and Barbuda,ATG,2008,1886308.889,0,0,0,0,0,0,0,6.3,0,821,0,821
Austria,AUT,2007,1801161326,945184743.3,11.30981058,14554088272,287,2385,2.4354,3815.7443,9882.7,1960.88801,6292,7850,14142
Austria,AUT,1969,0,0,0,0,9728,2422,0,0,0,0,1364,1822,3186
Austria,AUT,1974,0,0,0,0,8039,2365,0,0,0,0,1394,1722,3116
Azerbaijan,AZE,2006,1281000,56000,1.750041177,9073107,13,246,0.17165,0,288.4,0,2986,1776,4762
Bermuda,BMU,2013,10932020.48,9281.910864,12.40823794,2627023,0,0,0.22771,0,0,0,0,0,0
Barbados,BRB,1983,4700000,650000,0,0,0,0,0,0,0,0,0,0,0
China,CHN,1994,0,0,8.291803292,8258761488,7876,11191,0,0,0,0,24502,117186,141688
Colombia,COL,2008,263035815.4,29713930,3.723762877,441258332,1818,126,0.19289,166.81551,2378.6,0,9579,13885,23464
Cabo Verde,CPV,1991,41311.70498,32489.20527,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2016,515797550.9,0,18.25830753,941695593,496,9,0,0,376.7,0,7376,6797,14173
Dominican Republic,DOM,1965,0,0,0,0,15,5,0,0,0,0,491,135,626
Euro area,EMU,1988,7642452087,3409300244,12.04653301,0,38014,56498,0,0,0,0,114634,170948,315633
European Union,EUU,2001,24245818965,23360964914,20.77332565,3.87E+11,45093,107808,1.785781102,2389.312848,0,0,216666,316969,568099
Faroe Islands,FRO,1996,0,0,0.044877302,12623,0,0,0,0,0,0,0,0,0
Ghana,GHA,1994,700000,0,0,0,39,0,0,0,0,0,358,171,529
Guinea,GIN,2009,180000,0,0,0,0,0,0,0,12,0,0,0,0
Greece,GRC,1970,0,0,0,0,1197,1381,0,0,0,0,2270,3533,5803
"Hong Kong SAR, China",HKG,2002,695994666.5,228878001.4,16.98075454,2695530488,9018,112,0.58028,1552.06131,0,223.49449,14543,5903,20446
Honduras,HND,2017,55846454.77,0,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,2012,1701009788,2033139463,17.94198898,14878219000,66,692,1.26719,2393.67348,6570.6,702.22589,2282,2474,4756
Ireland,IRL,2010,37466956371,2921096193,20.75362867,21232045267,59,733,1.59851,3070.16993,7035.7,660.98749,2028,1539,3567
Iraq,IRQ,1980,0,0,0,0,126,19,0,0,0,0,424,368,792
Iraq,IRQ,2005,28600000,0,0,0,0,0,0,0,139.5,0,0,0,0
Kazakhstan,KAZ,1996,0,0,5.172735182,98792008,325,1022,0,0,0,0,3198,352,3550
Kenya,KEN,2001,62162530.43,5025533.903,4.94035891,17342418,0,0,0,0,0,0,1966,628,2594
Kyrgyz Republic,KGZ,2000,9236500,4834800,15.36324804,14103800,4,80,0.15637,0,0,0,2289,45,2334
Kuwait,KWT,1984,0,0,0,0,0,0,0,0,0,0,0,0,0
Latin America & Caribbean,LCN,1992,975154465.9,214600000,6.732782105,0,17288,3852,0,0,0,0,82904,156931,243490
Liechtenstein,LIE,1991,0,0,0,0,0,0,0,0,0,0,4407,88,4495
Monaco,MCO,2009,0,0,0,0,7,3,0,0,41.8,0,2714,315,3029
Madagascar,MDG,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1989,0,0,0,0,11,0,0,0,0,0,0,0,0
Malaysia,MYS,1994,0,0,44.25144935,19166912147,3364,223,0,0,0,0,6334,6011,12345
Malaysia,MYS,1997,0,0,49.02141361,29501429556,6272,179,0,0,0,0,13087,9042,22129
Malaysia,MYS,2008,1267781217,199256272.6,39.92064858,42971572907,4485,818,0.78842,599.0369,6108.1,68.35558,13472,12562,26034
OECD members,OED,1988,15759926732,18636186804,15.22320151,0,214962,490335,0,0,0,0,243675,502167,775893
Pakistan,PAK,1985,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,PHL,2011,441511424.4,4889209.18,46.35191689,12949169027,3010,186,0.11724,85.05678,882,12.65531,8039,10572,18611
Poland,POL,1992,0,0,3.484095522,268087000,1354,2891,0,0,0,0,8400,9682,18082
Puerto Rico,PRI,2003,0,0,0,0,0,0,0,0,496.7,0,0,0,0
"Korea, Dem. People’s Rep.",PRK,1979,0,0,0,0,2312,0,0,0,0,0,0,0,0
Senegal,SEN,1996,486753.6254,82103.02115,1.462643925,2888362,0,0,0,0,0,0,0,0,0
Singapore,SGP,2008,13482739468,784176064.4,49.82748753,1.17E+11,8899,793,2.62062,5740.83731,8688.5,587.60432,12866,4203,17069
Slovenia,SVN,1991,0,0,0,0,1,21,0,0,0,0,5,0,5
Ukraine,UKR,1999,0,0,4.378668466,332333210,1621,5401,0.97298,0,0,0,5700,3323,9023
Uruguay,URY,1996,6300000,0,2.655651499,22955805,182,25,0.26427,0,0,0,6744,3067,9811
St. Vincent and the Grenadines,VCT,1987,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2013,149555.4754,128451.368,0,0,0,0,0,0,7.3,0,0,0,0
World,WLD,1998,57325419271,63479726788,22.04547254,0,409205,706289,1.983412199,0,0,0,681357,1135768,1910304
Portugal,PRT,1987,81880287.22,6409174.744,0,0,2258,61,0,0,0,0,8209,2838,11047
Suriname,SUR,2007,2500000,0,8.698275884,1582243,0,0,0,0,5.8,0,451,119,570
World,WLD,2014,3.73E+11,3.30E+11,17.07761384,2.15E+12,794223,1713241,2.15311244,0,2299992.164,0,935867,3944043,4948890
Austria,AUT,1960,0,0,0,0,0,0,0,0,0,0,845,1751,2596
Bolivia,BOL,1968,0,0,0,0,0,0,0,0,0,0,1348,200,1548
Barbados,BRB,2008,31800000,3886373,4.273125349,5505582,84,1,0,0,45.9,0,1079,297,1376
Cote d'Ivoire,CIV,1995,0,0,2.797256252,5527551,0,0,0,0,0,0,0,0,0
Cameroon,CMR,1994,306193.3758,432273.0011,0,0,0,0,0,0,0,0,0,0,0
"Congo, Rep.",COG,1980,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,1970,0,0,0,0,111,40,0,0,0,0,1123,1100,2223
Cuba,CUB,2012,0,0,0,0,140,38,0.40717,0,1539.7,0,1825,778,2603
